threshold,num_nodes,num_edges,num_components,size_largest_component,num_triangles,modularity_greedy,modularity_louvain
0.001,4089,234960,21,4014,10260298.0,0.11874021445919296,0.2376298822645247
0.002,4486,261626,50,4285,12202289.0,0.13281831552917206,0.25822282991593
0.003,4816,278822,71,4503,13564358.0,0.12970323430367997,0.2640863142145213
0.004,5082,291988,80,4694,14581657.0,0.14161804056129143,0.2605039889415079
0.005,5307,302233,92,4848,15379770.0,0.14676130276133667,0.2504107358901232
0.006,5474,311572,91,5009,16128474.0,0.15441973219838068,0.27381426381017904
0.007,5657,319544,99,5172,16782713.0,0.14483686666665047,0.28193742007213185
0.008,5827,326737,97,5334,17355365.0,0.15121578310362452,0.27974237258988566
0.009000000000000001,5987,333134,105,5460,17855690.0,0.1567106817437213,0.28259384050263553
0.01,6138,339262,110,5611,18357902.0,0.15895299223649853,0.2765377693068055
0.011,6273,344885,114,5761,18803973.0,0.16502079188673743,0.2898330005773377
0.012,6421,350262,114,5894,19230763.0,0.16110743199295766,0.293354042413464
0.013000000000000001,6553,355331,108,6044,19643579.0,0.1606405433042278,0.2967310955507911
0.014,6696,360165,104,6229,20021584.0,0.16419260862970841,0.2890963213495361
0.015,6836,364541,106,6358,20360584.0,0.1661967848133043,0.29621744722686927
0.016,6951,368827,100,6482,20704039.0,0.1642170546020895,0.30542611970964656
0.017,7084,373031,98,6634,21018949.0,0.17770226948245293,0.28923827089039184
0.018000000000000002,7206,377198,92,6768,21341642.0,0.17480244441287437,0.3073086436996537
0.019,7327,380808,94,6870,21607809.0,0.17594029984022136,0.3089047932761194
0.02,7408,384500,90,6950,21902720.0,0.17581049890267336,0.3117233415470349
0.021,7506,388085,84,7066,22194894.0,0.18095389665696787,0.31509973846568895
0.022,7595,391610,81,7198,22480899.0,0.1810888638147461,0.31188025986516993
0.023,7674,395109,75,7312,22757709.0,0.18404332965575682,0.31031742043226057
0.024,7763,398375,71,7414,23006755.0,0.18863537657574636,0.3147727325689642
0.025,7851,401800,70,7508,23271010.0,0.18949230088525695,0.3122660363094847
0.026000000000000002,7944,405012,69,7609,23515656.0,0.18783333068188068,0.3161575067147466
0.027,8032,408288,67,7700,23757840.0,0.18781584017564573,0.31792802501884015
0.028,8121,411306,67,7783,23977747.0,0.1903867657367227,0.32006454207924656
0.029,8189,414316,64,7858,24226272.0,0.18700509335127458,0.3151146276132944
0.03,8250,417168,60,7945,24462916.0,0.1931959043853304,0.3205369058608503
0.031,8321,420061,57,8030,24687594.0,0.19401746757696717,0.32297288568436255
0.032,8390,422925,54,8144,24912790.0,0.1917255747768647,0.31919877908648076
0.033,8486,425784,53,8262,25131873.0,0.1993459784042924,0.3257635193154856
0.034,8560,428674,47,8368,25356382.0,0.20198868810710355,0.3257914476581764
0.035,8626,431305,47,8435,25552018.0,0.20124107218698664,0.3252432891955606
0.036000000000000004,8672,434054,45,8487,25746613.0,0.19947242100665397,0.3228820021170465
0.037,8724,436707,38,8551,25950166.0,0.1971560046025533,0.3221246134208796
0.038,8779,439308,40,8609,26145823.0,0.2017071207043351,0.3292806842846535
0.039,8810,441848,38,8658,26309684.0,0.2047522137957819,0.3311528010421097
0.04,8864,444286,36,8720,26492716.0,0.2068398796314208,0.3311517909594815
0.041,8913,446958,38,8763,26679871.0,0.20829151240295823,0.328706492382197
0.042,8956,449544,35,8833,26863964.0,0.20872465546662347,0.33039790137529057
0.043000000000000003,9002,452290,34,8882,27074059.0,0.2117924888745792,0.3342849894124943
0.044,9045,454674,32,8935,27239482.0,0.21064176165918086,0.3353896903246602
0.045,9094,457041,32,8982,27403331.0,0.21217865468375904,0.3375703474327504
0.046,9143,459454,28,9050,27571774.0,0.21471492508761203,0.33401338675220305
0.047,9178,461798,27,9088,27728369.0,0.21255365025143227,0.3417053425047585
0.048,9223,464169,24,9142,27882353.0,0.21377460515062766,0.3404711436772596
0.049,9257,466405,23,9183,28040582.0,0.2152172378998152,0.3373006342609912
0.05,9291,468596,24,9215,28192456.0,0.21466729087671238,0.3399188075919249
