threshold,num_nodes,num_edges,num_components,size_largest_component,num_triangles,modularity_greedy
0.0001,70,131,2,68,0.0,0.2786702733564627
0.0002,110,267,3,106,0.0,0.3097304245092685
0.00030000000000000003,126,374,4,119,0.0,0.2363926763492704
0.0004,139,443,4,130,0.0,0.2755334670689346
0.0005,150,489,4,140,0.0,0.29837674029781575
0.0006000000000000001,160,527,5,148,0.0,0.30804885597411663
0.0007,163,539,5,150,0.0,0.3191391424269296
0.0008,173,564,4,163,0.0,0.32921701551234706
0.0009000000000000001,182,592,4,170,0.0,0.3345434722805065
0.001,191,626,5,177,0.0,0.3128180210733089
0.0011,198,654,6,182,0.0,0.3587052942603723
0.0012000000000000001,212,689,7,191,0.0,0.3768784454655179
0.0013000000000000002,219,712,8,195,0.0,0.36996256575341346
0.0014,225,731,9,197,0.0,0.3775697015293075
0.0015,240,765,11,207,0.0,0.3849720218525283
0.0016,249,795,10,216,0.0,0.3966414849033544
0.0017000000000000001,258,821,11,221,0.0,0.4146410858734474
0.0018000000000000002,269,851,11,228,0.0,0.44070284610307503
0.0019,278,879,10,236,0.0,0.41819314556307585
0.002,286,901,10,243,0.0,0.4199402408070177
0.0021000000000000003,290,919,10,247,0.0,0.42270940067155743
0.0022,298,944,10,253,0.0,0.49381415123999134
0.0023,315,985,11,266,0.0,0.5007849600838252
0.0024000000000000002,320,1001,11,269,0.0,0.5111716755563843
0.0025,329,1029,11,276,0.0,0.5119576564174241
0.0026000000000000003,342,1060,10,292,0.0,0.5268522184783507
0.0027,358,1086,12,299,0.0,0.45087715943677137
0.0028,369,1114,12,308,0.0,0.4657613984784147
0.0029000000000000002,376,1142,12,315,0.0,0.46867222778798023
0.003,392,1169,13,327,0.0,0.4816793886730725
0.0031000000000000003,399,1194,13,331,0.0,0.5219760144303142
0.0032,405,1214,13,337,0.0,0.5151402841677158
0.0033,420,1248,12,353,0.0,0.5424889775116415
0.0034000000000000002,433,1272,14,362,0.0,0.533174581373545
0.0035,440,1295,14,369,0.0,0.5284797984307569
0.0036000000000000003,449,1325,15,376,1.0,0.537256272019281
0.0037,455,1344,15,382,1.0,0.5457672565646834
