threshold,num_nodes,num_edges,num_components,size_largest_component,num_triangles,modularity_greedy
4.0,1243,3426,49,889,169.0,0.794554668708399
4.01,1243,3426,49,889,169.0,0.794554668708399
4.02,1243,3426,49,889,169.0,0.794554668708399
4.029999999999999,1243,3426,49,889,169.0,0.794554668708399
4.039999999999999,1243,3426,49,889,169.0,0.7945546687083995
4.049999999999999,1243,3426,49,889,169.0,0.7945546687083995
4.059999999999999,1243,3426,49,889,169.0,0.7945546687083995
4.0699999999999985,1243,3426,49,889,169.0,0.7945546687083995
4.079999999999998,1243,3426,49,889,169.0,0.7945546687083989
4.089999999999998,1243,3426,49,889,169.0,0.7945546687083989
4.099999999999998,1243,3426,49,889,169.0,0.7945546687083989
4.109999999999998,1243,3426,49,889,169.0,0.7945546687083989
4.119999999999997,1243,3426,49,889,169.0,0.7945546687083991
4.129999999999997,1243,3426,49,889,169.0,0.7945546687083991
4.139999999999997,1243,3426,49,889,169.0,0.7945546687083991
4.149999999999997,1243,3426,49,889,169.0,0.7945546687083991
4.159999999999997,1243,3426,49,889,169.0,0.7945546687083991
4.169999999999996,1241,3405,49,888,166.0,0.7945260061792146
4.179999999999996,1211,3283,48,879,161.0,0.795048515000883
4.189999999999996,1172,3160,45,859,156.0,0.7942884210272192
4.199999999999996,1147,3064,43,845,154.0,0.7932744668292977
4.2099999999999955,1121,2964,42,828,151.0,0.7935972409481482
4.219999999999995,1096,2861,41,813,149.0,0.7897904203813386
4.229999999999995,1075,2764,40,794,145.0,0.7953055901135072
4.239999999999995,1054,2681,39,778,141.0,0.7911554607690306
4.249999999999995,1037,2599,39,766,140.0,0.7906155864653007
4.2599999999999945,1009,2494,35,754,134.0,0.7884844465238304
4.269999999999994,981,2412,35,737,131.0,0.7877892763720348
4.279999999999994,962,2328,37,700,129.0,0.7880519240744589
4.289999999999994,933,2243,35,684,114.0,0.785179734887502
4.299999999999994,909,2159,33,671,96.0,0.7883680753963439
4.309999999999993,885,2090,32,530,94.0,0.7866838555548996
4.319999999999993,868,2031,30,527,94.0,0.7842609346253893
4.329999999999993,848,1955,29,513,94.0,0.7835727245868103
4.339999999999993,824,1885,29,499,90.0,0.7824660013465853
4.3499999999999925,806,1829,29,485,84.0,0.7935037154879192
4.359999999999992,785,1771,30,466,79.0,0.7928682658666977
4.369999999999992,768,1717,30,460,78.0,0.7914156305200324
4.379999999999992,749,1657,30,454,71.0,0.7872969319577311
4.389999999999992,735,1589,28,450,67.0,0.789385825121657
4.3999999999999915,712,1507,28,435,66.0,0.7931641526772063
4.409999999999991,696,1455,28,420,62.0,0.8077522755903954
4.419999999999991,679,1400,27,411,56.0,0.794775334871791
4.429999999999991,659,1351,25,404,56.0,0.7884680035617776
4.439999999999991,649,1307,25,399,56.0,0.7922869498799274
