threshold,num_nodes,num_edges,num_components,size_largest_component,num_triangles,modularity_greedy
4.0,2045,7781,51,1787,5479.0,0.6598223470325277
4.01,2045,7781,51,1787,5479.0,0.6598223470325277
4.02,2045,7781,51,1787,5479.0,0.6598223470325277
4.029999999999999,2045,7781,51,1787,5479.0,0.6598223470325277
4.039999999999999,2045,7781,51,1787,5479.0,0.6598223470325277
4.049999999999999,2045,7781,51,1787,5479.0,0.6598223470325277
4.059999999999999,2045,7781,51,1787,5479.0,0.6598223470325277
4.0699999999999985,2045,7781,51,1787,5479.0,0.6598223470325277
4.079999999999998,2045,7781,51,1787,5479.0,0.6598223470325277
4.089999999999998,2045,7781,51,1787,5479.0,0.6598223470325277
4.099999999999998,2045,7781,51,1787,5479.0,0.6598223470325277
4.109999999999998,2045,7781,51,1787,5479.0,0.6598223470325277
4.119999999999997,2045,7781,51,1787,5479.0,0.6598223470325277
4.129999999999997,2045,7781,51,1787,5479.0,0.6598223470325277
4.139999999999997,2045,7781,51,1787,5479.0,0.6598223470325277
4.149999999999997,2045,7781,51,1787,5479.0,0.6598223470325277
4.159999999999997,2045,7781,51,1787,5479.0,0.6598223470325277
4.169999999999996,2042,7737,51,1785,5444.0,0.6484381910838452
4.179999999999996,2002,7491,50,1761,5199.0,0.6626484544418868
4.189999999999996,1960,7279,48,1729,5080.0,0.6597427688779909
4.199999999999996,1932,7071,46,1711,4873.0,0.6586332088755268
4.2099999999999955,1907,6874,46,1605,4725.0,0.6586850192874351
4.219999999999995,1877,6664,44,1591,4539.0,0.6674649277119729
4.229999999999995,1851,6479,42,1574,4413.0,0.6624586960565536
4.239999999999995,1831,6307,42,1560,4196.0,0.6631208124055807
4.249999999999995,1801,6137,41,1539,4087.0,0.6823406427647395
4.2599999999999945,1770,5943,37,1524,3944.0,0.6840898026160661
4.269999999999994,1728,5776,37,1491,3866.0,0.650392640003783
4.279999999999994,1698,5600,38,1452,3772.0,0.6516272718840105
4.289999999999994,1666,5441,36,1433,3570.0,0.6814881255760123
4.299999999999994,1637,5286,34,1413,3474.0,0.6855785221100801
4.309999999999993,1610,5109,33,1270,3320.0,0.6950938336531001
4.319999999999993,1579,4989,32,1253,3220.0,0.6789806449639647
4.329999999999993,1556,4830,31,1236,3111.0,0.6849314192157802
4.339999999999993,1526,4691,32,1199,3005.0,0.6978208799615057
4.3499999999999925,1505,4560,33,1174,2867.0,0.6984457655826122
4.359999999999992,1477,4428,34,1146,2765.0,0.7008559009014521
4.369999999999992,1450,4303,34,1131,2674.0,0.7024253689749004
4.379999999999992,1420,4185,33,1117,2575.0,0.7023901572821053
4.389999999999992,1400,4057,31,1107,2461.0,0.7035464366057788
4.3999999999999915,1364,3921,30,1081,2394.0,0.7041435052501429
