threshold,num_nodes,num_edges,num_components,size_largest_component,num_triangles,modularity_greedy
-10.0,201,649,2,199,640.0,0.2259063438083241
-9.99,202,659,2,200,660.0,0.22593098079976273
-9.98,205,671,2,203,680.0,0.25784398929040375
-9.97,207,680,2,205,690.0,0.256976328565579
-9.96,209,690,2,207,759.0,0.22997444116298404
-9.950000000000001,210,696,2,208,777.0,0.2449328881707799
-9.940000000000001,218,714,2,216,793.0,0.2519956164931455
-9.930000000000001,226,729,2,224,809.0,0.24464562461048692
-9.920000000000002,232,747,2,230,836.0,0.25113453166090904
-9.910000000000002,233,756,2,231,863.0,0.25302963052122085
-9.900000000000002,234,769,2,232,897.0,0.2514133744662396
-9.890000000000002,236,777,2,234,907.0,0.24911327751413062
-9.880000000000003,237,788,2,235,941.0,0.2578289354179906
-9.870000000000003,238,799,2,236,968.0,0.27014790550464723
-9.860000000000003,239,808,2,237,983.0,0.25545077635141006
-9.850000000000003,242,818,1,242,1002.0,0.25682429264798057
-9.840000000000003,245,830,1,245,1016.0,0.2579480713803699
-9.830000000000004,249,846,1,249,1033.0,0.26204339143237354
-9.820000000000004,250,851,1,250,1043.0,0.2638165852665225
-9.810000000000004,252,865,1,252,1072.0,0.26449045908475977
-9.800000000000004,253,878,1,253,1101.0,0.2633506688159102
-9.790000000000004,255,890,1,255,1116.0,0.2625920754132852
-9.780000000000005,261,908,1,261,1144.0,0.26232339072077937
-9.770000000000005,264,925,1,264,1168.0,0.26741308308631573
-9.760000000000005,265,938,1,265,1206.0,0.26033850545495135
-9.750000000000005,267,954,1,267,1251.0,0.26495513206864835
-9.740000000000006,268,964,1,268,1283.0,0.26694981794153705
-9.730000000000006,271,975,1,271,1303.0,0.2740972183054736
-9.720000000000006,273,985,1,273,1324.0,0.2670448761192914
-9.710000000000006,281,1005,1,281,1365.0,0.26561427085238604
-9.700000000000006,282,1018,1,282,1382.0,0.2643905199874712
-9.690000000000007,287,1034,1,287,1399.0,0.2669067176913452
-9.680000000000007,294,1054,1,294,1427.0,0.264364025306023
-9.670000000000007,306,1077,1,306,1459.0,0.27020846905723617
-9.660000000000007,311,1092,1,311,1498.0,0.2719713378179641
-9.650000000000007,321,1111,1,321,1523.0,0.2767886606215399
-9.640000000000008,326,1126,1,326,1542.0,0.27735451413774004
-9.630000000000008,329,1139,2,327,1554.0,0.27520121015014504
-9.620000000000008,336,1161,1,336,1581.0,0.3040803800808702
-9.610000000000008,337,1169,1,337,1591.0,0.30338449647853
-9.600000000000009,342,1180,1,342,1603.0,0.30351349553159845
-9.590000000000009,351,1199,1,351,1629.0,0.30657283343796593
-9.580000000000009,355,1221,1,355,1662.0,0.3069714625189602
-9.57000000000001,361,1247,1,361,1690.0,0.3118702763305207
-9.56000000000001,365,1269,1,365,1763.0,0.3150328870603217
-9.55000000000001,371,1288,1,371,1802.0,0.31814742194513557
-9.54000000000001,375,1305,1,375,1826.0,0.3149582943376477
-9.53000000000001,376,1322,1,376,1853.0,0.31869206678500983
-9.52000000000001,380,1348,1,380,1907.0,0.3207189879915559
-9.51000000000001,382,1365,1,382,1924.0,0.32166726254474903
-9.50000000000001,383,1385,1,383,1969.0,0.32192230392933613
-9.49000000000001,389,1415,1,389,1996.0,0.3250529190911352
-9.480000000000011,393,1437,1,393,2025.0,0.3242745267030933
-9.470000000000011,397,1459,1,397,2070.0,0.3274938011002515
-9.460000000000012,398,1485,1,398,2113.0,0.3242555845056702
-9.450000000000012,413,1519,1,413,2158.0,0.3318052083347686
-9.440000000000012,417,1547,1,417,2206.0,0.33387512370045164
-9.430000000000012,422,1574,1,422,2246.0,0.33473695218872945
-9.420000000000012,425,1593,1,425,2297.0,0.3352117015401095
-9.410000000000013,426,1618,1,426,2349.0,0.33486927166139785
-9.400000000000013,429,1638,1,429,2412.0,0.2885927615105617
-9.390000000000013,432,1665,1,432,2465.0,0.3359000589920684
-9.380000000000013,437,1697,1,437,2522.0,0.32046848554088647
-9.370000000000013,440,1723,1,440,2632.0,0.3028852887579743
-9.360000000000014,441,1752,1,441,2663.0,0.334599587522385
-9.350000000000014,443,1779,1,443,2731.0,0.3161322547411909
-9.340000000000014,450,1821,1,450,2862.0,0.32033887768663644
-9.330000000000014,452,1842,1,452,2913.0,0.3202296069446379
-9.320000000000014,454,1870,1,454,3001.0,0.32216576748172604
-9.310000000000015,455,1893,1,455,3068.0,0.32088918205546063
-9.300000000000015,460,1918,1,460,3120.0,0.32276472501338616
-9.290000000000015,468,1952,1,468,3200.0,0.3350701070477684
-9.280000000000015,474,1985,1,474,3249.0,0.32268862880369664
-9.270000000000016,474,2025,1,474,3424.0,0.32950714626719685
-9.260000000000016,479,2049,1,479,3490.0,0.3351351965627945
-9.250000000000016,481,2078,1,481,3573.0,0.335094569247736
-9.240000000000016,483,2109,1,483,3670.0,0.3355432005399058
-9.230000000000016,486,2144,1,486,3806.0,0.3435157572467237
-9.220000000000017,489,2175,1,489,3876.0,0.345183452552688
-9.210000000000017,493,2208,1,493,3954.0,0.3330122094681435
-9.200000000000017,499,2243,1,499,4092.0,0.329073070827073
-9.190000000000017,504,2273,1,504,4177.0,0.32903650917149946
-9.180000000000017,513,2306,1,513,4383.0,0.3298803641359306
-9.170000000000018,519,2352,1,519,4534.0,0.3344385101532824
-9.160000000000018,522,2381,1,522,4635.0,0.32595773301753134
-9.150000000000018,525,2420,1,525,4805.0,0.3272881040851564
-9.140000000000018,529,2456,1,529,4902.0,0.3446588758554566
-9.130000000000019,533,2489,1,533,5015.0,0.34304342678359023
-9.120000000000019,533,2525,1,533,5164.0,0.32186852907949715
-9.110000000000019,537,2562,1,537,5295.0,0.3220947394632713
-9.10000000000002,548,2594,1,548,5356.0,0.3245630520590685
-9.09000000000002,552,2629,1,552,5510.0,0.33402059579283483
-9.08000000000002,564,2680,1,564,5715.0,0.3228059706523718
-9.07000000000002,569,2726,1,569,5866.0,0.32232025612647286
-9.06000000000002,572,2757,1,572,5971.0,0.32251957359506545
-9.05000000000002,572,2801,1,572,6197.0,0.31897089408816526
-9.04000000000002,576,2838,1,576,6325.0,0.3171434078993363
-9.03000000000002,579,2871,1,579,6431.0,0.3171746415648723
-9.020000000000021,586,2915,1,586,6550.0,0.31659241898059826
-9.010000000000021,597,2974,1,597,6775.0,0.3119033345386278
-9.000000000000021,599,3020,1,599,7051.0,0.3338926321219875
-8.990000000000022,607,3054,1,607,7136.0,0.33611057838887903
-8.980000000000022,614,3104,1,614,7393.0,0.33689967640617136
-8.970000000000022,619,3141,1,619,7546.0,0.33724981880453836
-8.960000000000022,622,3179,1,622,7672.0,0.31621064534858045
-8.950000000000022,625,3228,1,625,7857.0,0.3359311821107204
-8.940000000000023,634,3292,1,634,8042.0,0.33930513897711845
-8.930000000000023,635,3331,1,635,8252.0,0.3362035403847645
-8.920000000000023,635,3376,1,635,8401.0,0.32616675258002603
-8.910000000000023,636,3424,1,636,8599.0,0.33371391571539977
-8.900000000000023,639,3473,1,639,8800.0,0.32739199587221934
-8.890000000000024,646,3522,1,646,8953.0,0.3207270785868288
-8.880000000000024,647,3566,1,647,9172.0,0.32551397357810874
-8.870000000000024,651,3605,1,651,9319.0,0.32639744703437645
-8.860000000000024,654,3652,1,654,9536.0,0.32495055414037866
-8.850000000000025,656,3699,1,656,9733.0,0.3235768716148447
-8.840000000000025,659,3764,1,659,10137.0,0.31702824384273365
-8.830000000000025,665,3807,1,665,10289.0,0.3209756328588379
-8.820000000000025,679,3873,1,679,10532.0,0.2977436157643781
-8.810000000000025,681,3927,1,681,10790.0,0.3009577940543875
-8.800000000000026,689,3981,1,689,11006.0,0.32344773838489915
-8.790000000000026,695,4038,1,695,11346.0,0.3246593183105903
-8.780000000000026,697,4083,1,697,11544.0,0.32473334573310875
-8.770000000000026,707,4145,1,707,11729.0,0.29894633054457875
-8.760000000000026,711,4199,1,711,12048.0,0.32475655391177405
-8.750000000000027,716,4251,1,716,12345.0,0.3211509433341627
-8.740000000000027,718,4305,1,718,12749.0,0.31071907786944386
-8.730000000000027,723,4367,1,723,13034.0,0.29734585306703526
-8.720000000000027,730,4424,1,730,13283.0,0.32270261999880573
-8.710000000000027,735,4481,1,735,13526.0,0.308225535414774
-8.700000000000028,739,4543,1,739,13812.0,0.3217767655704946
-8.690000000000028,742,4597,1,742,14161.0,0.32397726638532054
-8.680000000000028,745,4666,1,745,14577.0,0.32191661646554837
-8.670000000000028,747,4719,1,747,14843.0,0.32171783659412945
-8.660000000000029,749,4796,1,749,15251.0,0.3036415201192224
-8.650000000000029,757,4851,1,757,15505.0,0.3028949953435048
-8.640000000000029,766,4920,1,766,15979.0,0.31155329558743594
-8.63000000000003,774,4988,1,774,16281.0,0.3025568518237848
-8.62000000000003,782,5068,1,782,16726.0,0.287698975227801
-8.61000000000003,785,5135,1,785,17105.0,0.30005267399350316
-8.60000000000003,789,5194,1,789,17393.0,0.2827735266662781
-8.59000000000003,793,5252,1,793,17719.0,0.2994586052062166
-8.58000000000003,796,5315,1,796,18017.0,0.29872406760661513
-8.57000000000003,796,5395,1,796,18605.0,0.2943465933025537
-8.56000000000003,797,5469,1,797,19235.0,0.3094041018430793
-8.550000000000031,802,5553,1,802,19883.0,0.2866946229857239
-8.540000000000031,805,5615,1,805,20258.0,0.28537436290843127
-8.530000000000031,807,5676,1,807,20685.0,0.2907151549575645
-8.520000000000032,808,5744,1,808,21116.0,0.3008430111220133
-8.510000000000032,832,5829,1,832,21480.0,0.3027661093597365
-8.500000000000032,840,5921,1,840,22232.0,0.265653261914025
-8.490000000000032,847,5994,1,847,22649.0,0.2787971884194916
-8.480000000000032,851,6072,1,851,23252.0,0.2983139026642575
-8.470000000000033,859,6154,1,859,23928.0,0.2790372663514384
-8.460000000000033,862,6236,1,862,24460.0,0.27528121606569517
-8.450000000000033,864,6319,1,864,25043.0,0.27517393772251897
-8.440000000000033,872,6417,1,872,25736.0,0.2865074538035335
-8.430000000000033,875,6511,1,875,26621.0,0.2619869040906326
-8.420000000000034,879,6594,1,879,27367.0,0.2613125629965535
